company,city,state,source,source_id,provenance_url,naics_code,naics_sector,solar_fit_score,energy_intensity,tax_appetite,recommended_ownership,load_profile,est_system_kw,est_annual_kwh,est_annual_savings_usd,est_net_payback_yrs,est_25yr_npv_p50_usd,sales_script,script_cfo,script_facilities,script_sustainability,pitch_angle
"Wingfoot Fort Worth","Dallas-Fw","TX","osm_industrial","osm-319350263","https://www.openstreetmap.org/way/osm-319350263","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Medro Systems","Mckinney","TX","osm_industrial","osm-333372782","https://www.openstreetmap.org/way/osm-333372782","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Oncor","Dallas-Fw","TX","osm_industrial","osm-340879856","https://www.openstreetmap.org/way/osm-340879856","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Forest Hill Switching Station","Dallas-Fw","TX","osm_industrial","osm-340879857","https://www.openstreetmap.org/way/osm-340879857","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"North Texas Municipal Water District","Frisco","TX","osm_industrial","osm-343063168","https://www.openstreetmap.org/way/osm-343063168","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Pick-N-Pull (Dallas South Central)","Dallas-Fw","TX","osm_industrial","osm-344405813","https://www.openstreetmap.org/way/osm-344405813","","","","","","","","600","904032","90403","7.3","970164","","","","","Scrap_yard building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Mclane","Fort Worth","TX","osm_industrial","osm-345215613","https://www.openstreetmap.org/way/osm-345215613","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Cedar Hill Antenna Farm","Dallas-Fw","TX","osm_industrial","osm-355532709","https://www.openstreetmap.org/way/osm-355532709","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Gentry Long Auxiliary Services Center","Grand Prairie","TX","osm_industrial","osm-361470159","https://www.openstreetmap.org/way/osm-361470159","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Cisco Allen","Dallas-Fw","TX","osm_industrial","osm-373913881","https://www.openstreetmap.org/way/osm-373913881","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Stag Arlington South","Arlington","TX","osm_industrial","osm-388818540","https://www.openstreetmap.org/way/osm-388818540","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Quest Medical","Dallas-Fw","TX","osm_industrial","osm-396936825","https://www.openstreetmap.org/way/osm-396936825","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Pre-Threshold Area","Dallas-Fw","TX","osm_industrial","osm-402948825","https://www.openstreetmap.org/way/osm-402948825","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Kone","Dallas-Fw","TX","osm_industrial","osm-419517265","https://www.openstreetmap.org/way/osm-419517265","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Banks Stone Service","Dallas","TX","osm_industrial","osm-419811706","https://www.openstreetmap.org/way/osm-419811706","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Airborn","Dallas-Fw","TX","osm_industrial","osm-424396497","https://www.openstreetmap.org/way/osm-424396497","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Fedex","Dallas-Fw","TX","osm_industrial","osm-424505257","https://www.openstreetmap.org/way/osm-424505257","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Channell Commercial Corporation","Rockwall","TX","osm_industrial","osm-439216642","https://www.openstreetmap.org/way/osm-439216642","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Spr Packaging","Rockwall","TX","osm_industrial","osm-439286958","https://www.openstreetmap.org/way/osm-439286958","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Coca-Cola Company","Dallas-Fw","TX","osm_industrial","osm-443160752","https://www.openstreetmap.org/way/osm-443160752","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"North Texas Municipal Water District","Plano","TX","osm_industrial","osm-452292395","https://www.openstreetmap.org/way/osm-452292395","","","","","","","","600","904032","90403","7.3","970164","","","","","Recycling building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Pick-N-Pull (Dallas South)","Dallas","TX","osm_industrial","osm-459336899","https://www.openstreetmap.org/way/osm-459336899","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Kone Test Tower","Dallas-Fw","TX","osm_industrial","osm-460102695","https://www.openstreetmap.org/way/osm-460102695","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"City Of Dallas","Dallas-Fw","TX","osm_industrial","osm-462105239","https://www.openstreetmap.org/way/osm-462105239","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Riverside Business Park","Dallas-Fw","TX","osm_industrial","osm-463190308","https://www.openstreetmap.org/way/osm-463190308","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Far-Out","Dallas-Fw","TX","osm_industrial","osm-465026267","https://www.openstreetmap.org/way/osm-465026267","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Continental Manufacturing","Dallas","TX","osm_industrial","osm-465439812","https://www.openstreetmap.org/way/osm-465439812","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Silo Dallas","Dallas","TX","osm_industrial","osm-465667130","https://www.openstreetmap.org/way/osm-465667130","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"New Baker","Dallas-Fw","TX","osm_industrial","osm-465671511","https://www.openstreetmap.org/way/osm-465671511","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Old Baker","Dallas-Fw","TX","osm_industrial","osm-465671514","https://www.openstreetmap.org/way/osm-465671514","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Hvac And Maintenance Workshop","Dallas-Fw","TX","osm_industrial","osm-466441946","https://www.openstreetmap.org/way/osm-466441946","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Dallas Steel Drums, Inc.","Dallas-Fw","TX","osm_industrial","osm-466701926","https://www.openstreetmap.org/way/osm-466701926","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Boulder Creek Stone","Dallas-Fw","TX","osm_industrial","osm-467243395","https://www.openstreetmap.org/way/osm-467243395","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Jamieson Fence Supply","Dallas-Fw","TX","osm_industrial","osm-467243478","https://www.openstreetmap.org/way/osm-467243478","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Abc Food Trading","Dallas-Fw","TX","osm_industrial","osm-467243488","https://www.openstreetmap.org/way/osm-467243488","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Northeast Division Maintenance Services","Dallas-Fw","TX","osm_industrial","osm-468090846","https://www.openstreetmap.org/way/osm-468090846","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Interstate Wire Co Inc","Dallas","TX","osm_industrial","osm-468095617","https://www.openstreetmap.org/way/osm-468095617","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Lane Plating Works","Dallas-Fw","TX","osm_industrial","osm-468854187","https://www.openstreetmap.org/way/osm-468854187","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"I.C. Harris Service Center","Dallas-Fw","TX","osm_industrial","osm-471909316","https://www.openstreetmap.org/way/osm-471909316","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Custom Brands Group","Mckinney","TX","osm_industrial","osm-472384057","https://www.openstreetmap.org/way/osm-472384057","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Dal-Tile Corporate Headquarters","Dallas","TX","osm_industrial","osm-472404283","https://www.openstreetmap.org/way/osm-472404283","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Saddle Creek","Dallas-Fw","TX","osm_industrial","osm-481054405","https://www.openstreetmap.org/way/osm-481054405","","","","","","","","600","904032","90403","7.3","970164","","","","","Industrial building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
